iter	Passed	Remaining
332	2025	7099
333	2030	7089
334	2036	7082
335	2041	7073
336	2047	7066
337	2052	7057
338	2059	7053
339	2064	7042
340	2069	7033
341	2076	7029
342	2081	7021
343	2086	7011
344	2092	7005
345	2098	6999
346	2103	6990
347	2109	6983
348	2114	6974
349	2121	6971
350	2126	6962
351	2131	6952
352	2137	6944
353	2143	6940
354	2149	6933
355	2154	6923
356	2160	6916
357	2166	6911
358	2173	6908
359	2178	6899
360	2183	6890
361	2189	6882
362	2196	6878
363	2201	6871
364	2207	6864
365	2216	6867
366	2221	6859
367	2227	6851
368	2241	6871
369	2247	6864
370	2252	6855
371	2259	6850
372	2266	6847
373	2272	6841
374	2278	6836
375	2285	6833
376	2291	6824
377	2297	6819
378	2303	6814
379	2308	6805
380	2313	6796
381	2319	6787
382	2325	6781
383	2331	6776
384	2337	6770
385	2343	6762
386	2349	6757
387	2354	6749
388	2359	6739
389	2364	6730
390	2371	6725
391	2380	6729
392	2386	6721
393	2392	6716
394	2399	6711
395	2404	6703
396	2410	6696
397	2416	6691
398	2421	6682
399	2427	6676
400	2434	6672
401	2440	6664
402	2445	6656
403	2450	6649
404	2456	6640
405	2460	6631
406	2469	6630
407	2474	6623
408	2479	6614
409	2487	6611
410	2492	6603
411	2498	6598
412	2504	6591
413	2511	6587
414	2521	6591
415	2531	6596
416	2537	6591
417	2543	6584
