iter	RMSE
194	647.5480413
195	645.9965454
196	645.3597804
197	644.5934807
198	643.8851735
199	642.8132835
200	641.7599348
201	641.1538287
202	640.4709435
203	639.7279995
204	638.9134975
205	638.1839778
206	637.4974369
207	636.8220589
208	635.6241703
209	634.8244377
210	633.6594194
211	632.8334619
212	631.5701846
213	630.9432282
214	630.0219371
215	629.4986054
216	628.2522279
217	627.8049266
218	626.4584379
219	625.4972791
220	624.6078534
221	623.9128385
222	623.1684301
223	622.7356239
224	621.8937315
225	621.1510666
226	620.6895995
227	620.1377518
228	619.4107216
229	618.7702042
230	618.032489
231	616.824943
232	615.8141015
233	615.4363742
234	614.5836972
235	613.98268
236	613.6751049
237	612.6985733
238	611.9346908
239	611.6679351
240	611.1468543
241	610.3616144
242	609.720048
243	609.3540521
244	608.5397204
245	607.7663341
246	607.0498404
247	606.5633819
248	606.2033596
249	605.3223536
250	604.9084511
251	604.4101897
252	603.9983769
253	603.7315861
254	603.2977576
255	603.0387488
256	602.2034345
257	601.3984336
258	601.2081923
259	600.7280259
260	600.1952954
261	599.8317273
262	599.276757
263	598.4796433
264	598.1098412
265	597.3108133
266	596.3433578
267	595.913087
268	594.9949693
269	594.3266342
270	593.9783105
271	593.5665891
272	593.146597
273	592.7318512
274	592.4442032
275	591.7750924
276	590.966902
277	589.9710886
278	589.5485295
279	589.2231108
280	588.728359
281	588.2580806
282	587.5835948
283	587.2310491
284	586.7662496
285	586.1858767
286	585.8040721
287	585.5405
288	584.9285136
289	584.2602615
290	583.4709003
291	583.0468086
292	582.3147814
293	581.834203
294	581.371435
295	581.1353708
296	580.7678201
297	580.2849363
298	579.9087539
299	579.6189086
300	579.1972982
301	578.8666248
302	578.250697
303	577.9080767
304	577.5371063
305	577.225378
306	576.679777
307	575.6845458
308	575.0122136
309	574.7360077
310	574.3587959
311	574.2059258
312	573.9511127
313	573.3989311
314	572.9181791
315	572.1220749
316	571.2899222
317	570.8627382
318	570.444439
319	569.7205044
320	569.3042123
321	568.8424583
322	568.4523559
323	568.2316001
324	567.9384614
325	567.4566436
326	567.2168759
327	566.6716338
328	566.3554593
329	566.1720386
330	565.559391
331	565.1873469
332	564.9314649
333	564.5644355
334	563.8438524
335	563.6109357
336	563.235457
337	562.9237886
338	562.3866211
339	562.1990417
340	561.6360641
341	561.294824
342	560.8144607
343	560.6446272
344	559.9856856
345	559.6152128
346	559.2733162
347	558.9893442
348	558.7931181
349	558.405317
350	558.1158826
351	557.8054714
352	557.5382364
353	557.0610371
354	556.5266214
355	556.27375
356	556.0552798
357	555.8739775
358	555.6361459
359	555.3877176
360	555.1610681
361	554.6727446
362	554.3695327
363	553.9311721
364	553.5400921
365	553.1082053
366	552.8192428
367	552.4133551
368	551.787534
369	551.5461059
370	551.3559725
371	550.9568464
372	550.4046665
373	550.1594061
374	549.9518271
375	549.7886465
376	549.3588597
377	549.1477478
378	548.7848145
379	548.377154
380	548.2174277
381	547.8887065
382	547.3626471
383	546.9800816
384	546.5227022
385	546.280733
386	545.6750057
387	545.3388356
388	545.1337169
389	544.9642232
390	544.6215417
391	544.3858435
392	544.0520631
393	543.7625405
394	543.5563328
395	543.2644523
396	542.9092642
397	542.5411446
398	542.3809445
399	541.9800771
400	541.5664267
401	541.2853431
402	541.1390607
403	540.8722913
404	540.5450586
405	540.3936395
406	540.1279018
407	539.9671583
408	539.8220363
409	539.5105244
410	539.2387756
411	538.9181733
412	538.4422543
413	538.2387754
414	538.0103694
415	537.8679095
416	537.496031
417	537.1173594
418	536.9297082
419	536.4759799
420	536.2105181
421	535.7649428
422	535.3332187
423	535.0736931
424	534.8232812
425	534.4665599
426	534.2333443
427	533.9915759
428	533.6486363
429	533.4585124
430	533.1961615
431	532.9232916
432	532.7373822
433	532.4555222
434	532.1697762
435	531.9416225
436	531.8021749
437	531.5272558
438	531.336426
439	531.0577553
440	530.8580518
441	530.4399454
442	530.251226
443	530.0020981
444	529.7246238
445	529.5909905
446	529.2213532
447	529.0226485
448	528.8954586
449	528.5497609
450	528.1992653
451	527.9670923
452	527.6572556
453	527.2309658
454	526.9604488
455	526.724394
456	526.5201091
457	526.167245
458	525.9649472
459	525.8349707
460	525.5934027
461	525.4307771
462	525.1998269
463	524.9643368
464	524.7217886
465	524.63795
466	524.4065995
467	524.1906209
468	524.1007575
469	523.8823307
470	523.5922514
471	523.3828444
472	523.1577777
473	523.0713732
474	522.8928934
475	522.6889976
476	522.4808624
477	522.389125
478	522.1542721
479	521.9254089
480	521.7381995
481	521.5204672
482	521.3781079
483	521.273454
484	521.087272
485	520.6986534
486	520.4270002
487	520.2625429
488	519.9309856
489	519.8536704
490	519.6988806
491	519.4594185
492	519.0812907
493	518.9192679
494	518.6118138
495	518.4108951
496	518.2158342
497	518.0477728
498	517.8260192
499	517.7514453
500	517.4452509
501	517.2383698
502	516.9091622
503	516.6934431
504	516.5002762
505	516.2582671
506	516.0734944
507	515.8986473
508	515.6919516
509	515.4663728
510	515.2142176
511	514.8945467
512	514.6760021
513	514.4948959
514	514.3840935
515	514.15534
516	513.9523459
517	513.764205
518	513.5981419
519	513.4205836
520	513.2246318
521	513.146786
522	512.9632844
523	512.8550626
524	512.6479892
525	512.4271693
526	512.2571324
527	512.0453418
528	511.8639509
529	511.7823411
530	511.5236415
531	511.4748933
532	511.4283257
533	511.2280899
534	511.0202527
535	510.7542491
536	510.6262707
537	510.4919635
538	510.1545245
539	509.998274
540	509.88647
541	509.7480515
542	509.5797643
543	509.4345192
544	509.2398828
545	509.1711618
546	509.003193
547	508.8725665
548	508.6793794
549	508.6065021
550	508.4450814
551	508.2411103
552	508.0878105
553	507.9226474
554	507.6857833
555	507.5072853
556	507.368275
557	507.2150966
558	507.031689
559	506.8878342
560	506.6339427
561	506.4231079
562	506.1660168
563	506.0164479
564	505.7493376
565	505.5674415
566	505.3488963
567	505.1380861
568	505.098131
569	504.9930333
570	504.9271515
571	504.8642778
572	504.6999071
573	504.5312392
574	504.3599161
575	504.1057967
576	503.9376866
577	503.7366591
578	503.6098383
579	503.5723634
580	503.5365291
581	503.3965972
582	503.2079743
583	503.0504886
584	502.8980509
585	502.707323
586	502.573996
587	502.3792683
588	502.2125664
589	502.1272289
590	501.8849544
591	501.7867968
592	501.6025288
593	501.4489083
594	501.3102642
595	501.0814386
596	501.0469223
597	500.8187768
598	500.6168896
599	500.4941844
600	500.4749256
601	500.2819671
602	500.10122
603	499.9995297
604	499.828791
605	499.6105888
606	499.4015747
607	499.275271
608	499.1132023
609	498.9673164
610	498.7948358
611	498.6518162
612	498.6331822
613	498.4839963
614	498.3433838
615	498.3252556
616	498.1944817
617	497.9982493
618	497.9805633
619	497.8417156
620	497.7688658
621	497.6554809
622	497.4879575
623	497.290393
624	497.1153954
625	496.9259781
626	496.7631146
627	496.6227374
628	496.3829036
629	496.2036134
630	496.1083563
631	495.9276191
632	495.7500337
633	495.6814059
634	495.6241052
635	495.4596042
636	495.3612113
637	495.1754391
638	495.0033064
639	494.8359041
640	494.6899649
641	494.5204652
642	494.3943726
643	494.2380918
644	494.1597904
645	494.0617668
646	493.9973517
647	493.8456493
648	493.7563698
649	493.6434755
650	493.5532435
651	493.4149172
652	493.3973204
653	493.2387034
654	493.0617583
655	492.9226075
656	492.7220182
657	492.5746356
658	492.4532367
659	492.3309103
660	492.3138294
661	492.1390661
662	491.990814
663	491.8254191
664	491.6742456
665	491.4651673
666	491.3037692
667	491.2414825
668	491.1592339
669	491.0222596
670	490.8754501
671	490.7358927
672	490.6620129
673	490.5181776
674	490.3861963
675	490.2562449
676	490.1040776
677	490.0877572
678	489.954636
679	489.7934612
680	489.6553717
681	489.4397054
682	489.2509638
683	489.1036183
684	488.8936416
685	488.7698051
686	488.6946874
687	488.5541593
688	488.3656966
689	488.1733395
690	487.9786769
691	487.9297268
692	487.8049131
693	487.6956374
694	487.5676257
695	487.436908
696	487.2802146
697	487.1663999
698	487.1514414
699	487.0505806
700	486.9087844
701	486.7654888
702	486.6403657
703	486.5661087
704	486.3903589
705	486.277736
706	486.259679
707	486.1404157
708	486.087061
709	485.8904334
710	485.7528019
711	485.6256269
712	485.527888
713	485.385265
714	485.3455601
715	485.2092019
716	485.0494266
717	484.9927037
718	484.8717593
719	484.8545776
720	484.7760798
721	484.666356
722	484.4748453
723	484.3873932
724	484.1984067
725	484.146757
726	484.0103515
727	483.9676213
728	483.8008165
729	483.6720359
730	483.5676283
731	483.4278671
732	483.3246745
733	483.2305897
734	483.0475401
735	482.9936373
736	482.8808194
737	482.8100536
738	482.7116035
739	482.6373578
740	482.5514647
741	482.5007989
742	482.400556
743	482.3013249
744	482.2525553
745	482.2335745
746	482.1259242
747	482.0262779
748	481.8786961
749	481.8274414
750	481.7384389
751	481.6373192
752	481.4760983
753	481.4346921
754	481.3427269
755	481.3209122
756	481.1496567
757	481.0084687
758	480.9322009
759	480.8906926
760	480.8020263
761	480.6800089
762	480.530899
763	480.4214255
764	480.3072465
765	480.1498513
766	480.0225939
767	479.8587748
768	479.8127001
769	479.6000679
770	479.5607338
771	479.4434248
772	479.3122229
773	479.1935363
774	479.0756683
775	478.9164963
776	478.814646
777	478.6657636
778	478.5732685
779	478.4461978
780	478.3388001
781	478.212913
782	478.0560027
783	477.9280368
784	477.873736
785	477.85521
786	477.6831067
787	477.5612234
788	477.5239857
789	477.383299
790	477.2702237
791	477.2339801
792	477.163001
793	477.0648472
794	476.9590262
795	476.8620775
796	476.7663338
797	476.6599112
798	476.5064448
799	476.355553
800	476.2419876
801	476.0857073
802	475.9035227
803	475.7815484
804	475.6618634
805	475.5726534
806	475.4862841
807	475.3765836
808	475.2588024
809	475.1496408
810	475.0551808
811	474.9469077
812	474.8122729
813	474.6571911
814	474.5180656
815	474.4677199
816	474.4374888
817	474.3014356
818	474.2179789
819	474.1989801
820	474.1343807
821	474.0424144
822	473.963949
823	473.9467081
824	473.8091005
825	473.7801176
826	473.7020948
827	473.5512088
828	473.4059807
829	473.3452452
830	473.2354732
831	473.1636252
832	473.0031369
833	472.9464103
834	472.8341662
835	472.7062932
836	472.6072433
837	472.4843031
838	472.4566566
839	472.3751716
840	472.2533761
841	472.0311767
842	471.9533743
843	471.9068524
844	471.824621
845	471.7466265
846	471.6697708
847	471.6168275
848	471.5777405
849	471.5164682
850	471.37679
851	471.1901559
852	471.0299304
853	470.839975
854	470.7618291
855	470.6292002
856	470.6046237
857	470.5790341
858	470.4295933
859	470.3434403
860	470.2254652
861	470.0651665
862	469.9817783
863	469.8002337
864	469.6860526
865	469.5992499
866	469.5157308
867	469.4597193
868	469.3597803
869	469.2154609
870	469.0698033
871	468.8590412
872	468.8049485
873	468.6894573
874	468.6073434
875	468.4659141
876	468.2970157
877	468.2049837
878	468.1032414
879	468.0137749
880	467.907711
881	467.8342662
882	467.7395715
883	467.6228523
884	467.5212638
885	467.4043086
886	467.2727607
887	467.1594366
888	467.0421599
889	466.8769739
890	466.7991682
891	466.6824564
892	466.5552287
893	466.4747664
894	466.3348945
895	466.2615455
896	466.2083752
897	466.1263149
898	466.0171515
899	465.9684606
900	465.939852
901	465.844796
902	465.8043827
903	465.6683945
904	465.5555325
905	465.5209325
906	465.4301409
907	465.3612977
908	465.27756
909	465.1822055
910	465.1134726
911	465.0453729
912	464.9395088
913	464.8854928
914	464.8080571
915	464.7457986
916	464.6618189
917	464.5606749
918	464.4264828
919	464.3274106
920	464.271082
921	464.2303318
922	464.127981
923	464.0667794
924	463.9914392
925	463.9021219
926	463.8189582
927	463.7321155
928	463.6161103
929	463.5597132
930	463.4617964
931	463.3706203
932	463.251884
933	463.1675599
934	463.0402444
935	462.9332439
936	462.8259635
937	462.7309199
938	462.618718
939	462.4851908
940	462.4291714
941	462.2922107
942	462.2009646
943	462.1218424
944	462.0125386
945	461.9659297
946	461.8756694
947	461.812052
948	461.7477971
949	461.6388696
950	461.515688
951	461.4076395
952	461.2999123
953	461.2328694
954	461.1273727
955	461.0358565
956	460.9448603
957	460.8809962
958	460.7933073
959	460.7124657
960	460.6983543
961	460.5698517
962	460.4537432
963	460.3781401
964	460.2657006
965	460.2059978
966	460.1233284
967	460.0175203
968	459.8986903
969	459.8772164
970	459.792816
971	459.6730626
972	459.5763086
973	459.4786824
974	459.3658472
975	459.295131
976	459.196349
977	459.0947872
978	459.0157238
979	458.9554354
980	458.8855482
981	458.8130115
982	458.7070732
983	458.6225611
984	458.5241635
985	458.449493
986	458.3667969
987	458.2339054
988	458.1201549
989	458.0233174
990	457.9315759
991	457.8185542
992	457.6971894
993	457.5982105
994	457.5379141
995	457.4776887
996	457.3882808
997	457.2702494
998	457.1866959
999	457.0735099
1000	457.0191351
1001	457.0038496
1002	456.9893452
1003	456.9398894
1004	456.8500286
1005	456.7803597
1006	456.6687375
1007	456.5568298
1008	456.4034315
1009	456.2619763
1010	456.1672836
1011	456.0954478
1012	456.0261363
1013	455.8598999
1014	455.7220153
1015	455.6532547
1016	455.4967755
1017	455.3562283
1018	455.2099231
1019	455.173172
1020	455.1548898
1021	455.085994
1022	454.9330884
1023	454.8126686
1024	454.7133856
1025	454.6143606
1026	454.5984513
1027	454.5001933
1028	454.4342918
1029	454.371565
1030	454.2919498
1031	454.2026895
1032	454.1126689
1033	454.0363425
1034	453.9846496
1035	453.8987435
1036	453.7942431
1037	453.752274
1038	453.6707283
1039	453.6070718
1040	453.5044079
1041	453.4263262
1042	453.358407
1043	453.2921813
1044	453.2174799
1045	453.0817208
1046	452.9302421
1047	452.8206836
1048	452.7222663
1049	452.6527442
1050	452.534045
1051	452.4027822
1052	452.2725217
1053	452.2013918
1054	452.0936216
1055	452.0007283
1056	451.9404616
1057	451.8759538
1058	451.8283865
1059	451.7286832
1060	451.6621105
1061	451.4955517
1062	451.3561647
1063	451.2343362
1064	451.0974211
1065	451.0186395
1066	450.9425952
1067	450.8388316
1068	450.792424
1069	450.7146863
1070	450.6537727
1071	450.6002798
1072	450.4687671
1073	450.401252
1074	450.2991881
1075	450.2272388
1076	450.173743
1077	450.0627847
1078	449.9376229
1079	449.7894025
1080	449.6623741
1081	449.5555868
1082	449.4918823
1083	449.419463
1084	449.3268216
1085	449.2392656
1086	449.1573354
1087	449.0893481
1088	448.9883328
1089	448.9315241
1090	448.83816
1091	448.792125
1092	448.7372232
1093	448.6286174
1094	448.5211169
1095	448.4170966
1096	448.3711627
1097	448.3084353
1098	448.2000773
1099	448.1464582
1100	448.1343812
1101	448.0178109
1102	447.8907385
1103	447.7987689
1104	447.7306968
1105	447.6855957
1106	447.602903
1107	447.4499189
1108	447.3832617
1109	447.2887041
1110	447.1866043
1111	447.0249055
1112	446.9661168
1113	446.886268
1114	446.828219
1115	446.6847723
1116	446.6210332
1117	446.5787745
1118	446.4972781
1119	446.3765368
1120	446.3007824
1121	446.2575957
1122	446.1764637
1123	446.081108
1124	446.0095888
1125	445.9044889
1126	445.8302674
1127	445.7151483
1128	445.6071188
1129	445.5522816
1130	445.4312427
1131	445.3712853
1132	445.2418291
1133	445.1403502
1134	445.1007675
1135	444.9909038
1136	444.9532878
1137	444.9207228
1138	444.8843868
1139	444.7985038
1140	444.7176198
1141	444.6550838
1142	444.5740954
1143	444.4982649
1144	444.4493478
1145	444.3726563
1146	444.2717991
1147	444.1624977
1148	444.0465193
1149	443.9233215
1150	443.8641187
1151	443.809633
1152	443.7713561
1153	443.668629
1154	443.5954197
1155	443.5000638
1156	443.3771016
1157	443.3258049
1158	443.2891211
1159	443.2198736
1160	443.1344532
1161	443.0619218
1162	443.0002258
1163	442.937061
1164	442.7880123
1165	442.7137825
1166	442.5835487
1167	442.4975581
1168	442.414782
1169	442.3477618
1170	442.2678555
1171	442.1805059
1172	442.1704274
1173	442.1403873
1174	442.0618876
1175	441.9476855
1176	441.9359218
1177	441.8425202
1178	441.7753396
1179	441.6645152
1180	441.5642021
1181	441.4844171
1182	441.4442341
1183	441.4338311
1184	441.3715529
1185	441.3595527
1186	441.2404572
1187	441.1764203
1188	441.1253538
1189	441.0743625
1190	440.9757834
1191	440.9357376
1192	440.8555812
1193	440.7568386
1194	440.7044324
1195	440.6511965
1196	440.5403715
1197	440.4610322
1198	440.4281963
1199	440.3595326
1200	440.3278063
1201	440.2497822
1202	440.1534304
1203	440.120317
1204	440.0476498
1205	439.9685652
1206	439.8644971
1207	439.7908455
1208	439.7199274
1209	439.6146625
1210	439.6071764
1211	439.5517154
1212	439.4815316
1213	439.4128574
1214	439.303093
1215	439.20813
1216	439.2008772
1217	439.0946208
1218	438.9869129
1219	438.9100915
1220	438.8199989
1221	438.7669951
1222	438.6981833
1223	438.6146222
1224	438.5320868
1225	438.4757205
1226	438.4126055
1227	438.2999546
1228	438.2398174
1229	438.1826681
1230	438.0850226
1231	437.9900731
1232	437.8930012
1233	437.7958215
1234	437.6772347
1235	437.5825256
1236	437.4749464
1237	437.4016029
1238	437.3439195
1239	437.2472324
1240	437.095011
1241	437.0623313
1242	436.9501214
1243	436.8857739
1244	436.7746144
1245	436.7049843
1246	436.6137982
1247	436.5674911
1248	436.5242183
1249	436.4319295
1250	436.3954209
1251	436.3440337
1252	436.2865624
1253	436.1781121
1254	436.1152255
1255	436.0595311
1256	436.0083012
1257	435.9017433
1258	435.8655621
1259	435.7903959
1260	435.7306482
1261	435.6266103
1262	435.5897105
1263	435.5138765
1264	435.427002
1265	435.3179502
1266	435.2648256
1267	435.2310488
1268	435.1699611
1269	435.1170273
1270	434.9995598
1271	434.9190235
1272	434.8296284
1273	434.7634144
1274	434.6866264
1275	434.5941247
1276	434.5477823
1277	434.4984441
1278	434.4346927
1279	434.3651725
1280	434.2777242
1281	434.2128917
1282	434.1269563
1283	434.0459307
1284	433.9868874
1285	433.8887183
1286	433.7954759
1287	433.7336596
1288	433.6467887
1289	433.5958898
1290	433.5387966
1291	433.4497003
1292	433.4008103
1293	433.3268322
1294	433.2283057
1295	433.1726022
1296	433.1219169
1297	433.06203
1298	433.0194668
1299	432.9757666
1300	432.9018006
1301	432.8632984
1302	432.808108
1303	432.732963
1304	432.6931761
1305	432.6450484
1306	432.5700357
1307	432.5056858
1308	432.408364
1309	432.3337949
1310	432.2499428
1311	432.1907582
1312	432.1355773
1313	432.0912291
1314	432.0049051
1315	431.9733953
1316	431.9207248
1317	431.8182621
1318	431.7290728
1319	431.7004488
1320	431.6491582
1321	431.5938661
1322	431.5444089
1323	431.4593191
1324	431.3316224
1325	431.2879053
1326	431.2103041
1327	431.1515069
1328	431.0884958
1329	431.031049
1330	430.9672847
1331	430.9535234
1332	430.9040866
1333	430.7951558
1334	430.7415356
1335	430.6539973
1336	430.5978624
1337	430.5576071
1338	430.4921574
1339	430.4465656
1340	430.4171718
1341	430.3267684
1342	430.2179363
1343	430.2113409
1344	430.1177224
1345	430.0657331
1346	429.9802798
1347	429.9424392
1348	429.8871195
1349	429.781952
1350	429.7069588
1351	429.6057454
1352	429.5638686
1353	429.5262917
1354	429.433852
1355	429.3633084
1356	429.2951863
1357	429.2659007
1358	429.2250613
1359	429.1431837
1360	429.0766347
1361	429.0290716
1362	428.980076
1363	428.8947685
1364	428.8394105
1365	428.7480309
1366	428.7387445
1367	428.6782355
1368	428.5844816
1369	428.511141
1370	428.4593333
1371	428.4020502
1372	428.3392535
1373	428.2832188
1374	428.203
1375	428.11889
1376	428.0583066
1377	428.007059
1378	427.9443232
1379	427.8994148
1380	427.85669
1381	427.7733884
1382	427.6802604
1383	427.671328
1384	427.6149341
1385	427.5403954
1386	427.5340491
1387	427.4739068
1388	427.399759
1389	427.355993
1390	427.3069406
1391	427.235779
1392	427.1674448
1393	427.0918616
1394	426.9869998
1395	426.9390209
1396	426.8365994
1397	426.8284423
1398	426.7709315
1399	426.7366343
1400	426.6539536
1401	426.6203655
1402	426.5865215
1403	426.5438082
1404	426.4673425
1405	426.4403537
1406	426.3350112
1407	426.2622113
1408	426.2172497
1409	426.100312
1410	426.0517923
1411	426.0020659
1412	425.9359779
1413	425.9282673
1414	425.9134524
1415	425.8591861
1416	425.7681268
1417	425.72268
1418	425.6589976
1419	425.5940575
1420	425.5617579
1421	425.5401958
1422	425.4812322
1423	425.4132224
1424	425.3621855
1425	425.2659174
1426	425.1852281
1427	425.1280762
1428	425.0735485
1429	425.0231644
1430	424.9562734
1431	424.8746881
1432	424.8322749
1433	424.7897605
1434	424.7155926
1435	424.6274907
1436	424.587118
1437	424.5121195
1438	424.3990216
1439	424.3129093
1440	424.2411699
1441	424.1787354
1442	424.1264876
1443	424.0661976
1444	423.9891346
1445	423.9390012
1446	423.8469286
1447	423.7792385
1448	423.7270702
1449	423.6370973
1450	423.5458023
1451	423.472237
1452	423.401543
1453	423.3575536
1454	423.2706726
1455	423.203643
1456	423.1356479
1457	423.0662453
1458	422.9666891
1459	422.9192151
1460	422.8412705
1461	422.7787181
1462	422.7032556
1463	422.6329512
1464	422.5837181
1465	422.5047079
1466	422.4641131
1467	422.3970024
1468	422.3456353
1469	422.3231646
1470	422.2461297
1471	422.2033814
1472	422.15532
1473	422.078474
1474	422.0222856
1475	421.9518721
1476	421.8643549
1477	421.8168303
1478	421.7418012
1479	421.700292
1480	421.6549584
1481	421.5885311
1482	421.489323
1483	421.3944161
1484	421.3304178
1485	421.27243
1486	421.2116062
1487	421.1697929
1488	421.1214141
1489	421.0242484
1490	420.9706294
1491	420.8978205
1492	420.8567536
1493	420.816097
1494	420.7535329
1495	420.7060342
1496	420.6654496
1497	420.6353428
1498	420.5838939
1499	420.5248919
